iter	Logloss
496	0.3494012464
497	0.3492943034
498	0.3490886767
499	0.3490167065
500	0.3489322471
501	0.3487481323
502	0.3486348566
503	0.3485439427
504	0.3484421964
505	0.3483248334
506	0.3482690074
507	0.3481829184
508	0.3481461261
509	0.3480885005
510	0.3478885248
511	0.3478583708
512	0.3477385073
513	0.347643166
514	0.3475035192
515	0.3473986953
516	0.3472770675
517	0.3471187719
518	0.3470452413
519	0.3469043354
520	0.3468364565
521	0.3466686991
522	0.3465339493
523	0.346491933
524	0.3463321718
525	0.3462046513
526	0.3460625915
527	0.3459526036
528	0.3458874649
529	0.3457534962
530	0.3456336
531	0.3455055922
532	0.3453908414
533	0.3453164197
534	0.345279083
535	0.3452097575
536	0.3450256514
537	0.3449535617
538	0.3448777447
539	0.3447644272
540	0.3447053477
541	0.3446083406
542	0.3444685789
543	0.3443336683
544	0.3442711886
545	0.3441078483
546	0.3439757463
547	0.3438817808
548	0.343785237
549	0.3437012376
550	0.3435546414
551	0.3434914657
552	0.3433442204
553	0.3432800473
554	0.3431394972
555	0.3430666819
556	0.3429537955
557	0.3429211592
558	0.3428334279
559	0.3427224748
560	0.3426720791
561	0.3425651213
562	0.3424326189
563	0.3423138997
564	0.3422455307
565	0.34215028
566	0.3420100582
567	0.3419040226
568	0.3418389754
569	0.3417174752
570	0.3416372101
571	0.3415616876
572	0.3414675397
573	0.3413956336
574	0.3412985115
575	0.3412450318
576	0.3411413799
577	0.3410271952
578	0.3408880902
579	0.3407504847
580	0.3407162995
581	0.3405695014
582	0.3405198666
583	0.3404720833
584	0.3403726542
585	0.3402908594
586	0.3401934596
587	0.3400336051
588	0.3398889185
589	0.3397348357
590	0.3396884893
591	0.3395952329
592	0.3395100967
593	0.339459535
594	0.339411601
595	0.3393268486
596	0.3392339761
597	0.3391564093
598	0.3390919332
599	0.3389754312
600	0.3388935195
601	0.3387892286
602	0.3387376468
603	0.3386296262
604	0.3384834219
605	0.3383282273
606	0.3382344749
607	0.3381447042
608	0.3380774406
609	0.3379717266
610	0.3378225133
611	0.3377303828
612	0.3376491198
613	0.3375913557
614	0.3374684789
615	0.3374296693
616	0.3373420575
617	0.3372044427
618	0.3371399581
619	0.3370348056
620	0.336887687
621	0.3368386221
622	0.3367057145
623	0.3366568762
624	0.3365010187
625	0.3363943699
626	0.336253517
627	0.3361529948
628	0.3360655015
629	0.3359602389
630	0.3358829784
631	0.3358260325
632	0.335779513
633	0.3356408534
634	0.3355011845
635	0.3354602534
636	0.3353938499
637	0.3352695919
638	0.3351997151
639	0.3351157877
640	0.3350355574
641	0.334906459
642	0.3348305357
643	0.3347607227
644	0.3346110006
645	0.3344582794
646	0.334367212
647	0.3342059804
648	0.3340819414
649	0.3340257046
650	0.3339054011
651	0.3338555552
652	0.3337788046
653	0.3336843546
654	0.3336194119
655	0.3335691612
656	0.3334807158
657	0.3333448454
658	0.3332220638
659	0.3331682953
660	0.3331182877
661	0.3330460329
662	0.3329767528
663	0.3329150551
664	0.3328433948
665	0.3327441473
666	0.3326744425
667	0.3326157436
668	0.3324950336
669	0.3324422774
670	0.3323664481
671	0.3322948053
672	0.3322545101
673	0.332154478
674	0.3320398718
675	0.3319077367
676	0.3318566188
677	0.3316418982
678	0.3315506107
679	0.3314819475
680	0.3314051252
681	0.3313602312
682	0.3312914112
683	0.3312270592
684	0.3311394132
685	0.331094134
686	0.3309728743
687	0.3308762346
688	0.3308277582
689	0.3307619341
690	0.3306901472
691	0.3305554377
692	0.3304848028
693	0.330371076
694	0.3302556787
695	0.330191698
696	0.3300894114
697	0.3299486489
698	0.3298524182
699	0.3297142636
700	0.3296304727
701	0.3295269328
702	0.3294577738
703	0.3293887408
704	0.3292642037
705	0.3291720551
706	0.328967773
707	0.3288650372
708	0.3287879135
709	0.3287163376
710	0.3286254555
711	0.3285485774
712	0.3284239427
713	0.3283508843
714	0.3282833682
715	0.3281931613
716	0.3280977748
717	0.3279599786
718	0.3278348487
719	0.3276420788
720	0.3274955678
721	0.3273610168
722	0.3272655736
723	0.327096126
724	0.3269716088
725	0.3269040091
726	0.3268405871
727	0.3267372579
728	0.3266573236
729	0.3265627093
730	0.3264577333
731	0.3263298835
732	0.3262480038
733	0.3261501103
734	0.3260673559
735	0.3259344921
736	0.3258177175
737	0.3256781862
738	0.3255920797
739	0.3255449723
740	0.3255045894
741	0.325423837
742	0.3252715561
743	0.3251611709
744	0.3251225326
745	0.3250519654
746	0.3249880924
747	0.3248869832
748	0.3246706496
749	0.3244897568
750	0.3244196266
751	0.3243408361
752	0.3242602945
753	0.324195053
754	0.3240890106
755	0.3240200241
756	0.323908969
757	0.3237797036
758	0.3236804508
759	0.3235472898
760	0.3234449514
761	0.3233469117
762	0.323246923
763	0.3231991567
764	0.3231386851
765	0.323058895
766	0.3230429068
767	0.3229073114
768	0.322802064
769	0.3226985427
770	0.3226559772
771	0.3224841765
772	0.3224125006
773	0.3223247375
774	0.3221652552
775	0.3220964123
776	0.3219726872
777	0.3218863772
778	0.3217737005
779	0.3217052217
780	0.3215579162
781	0.3214544068
782	0.3213816328
783	0.3212964055
784	0.3211921243
785	0.3210995935
786	0.3209855142
787	0.3209113567
788	0.3208095917
789	0.3207128907
790	0.3205983896
791	0.3204899785
792	0.3204187341
793	0.3203186275
794	0.3201689078
795	0.3200150642
796	0.3199613272
797	0.3198981492
798	0.3197666961
799	0.3197222062
800	0.3196238428
801	0.3195697692
802	0.3194920299
803	0.3194047721
804	0.3193434282
805	0.3192578496
806	0.3191778261
807	0.3191431377
808	0.3190189413
809	0.3190009515
810	0.3189665467
811	0.3189410883
812	0.3188017671
813	0.3186935108
814	0.3185916842
815	0.3185206847
816	0.3183951332
817	0.31834083
818	0.3182816659
819	0.3181822095
820	0.3180859562
821	0.3179844174
822	0.317911382
823	0.3177927931
824	0.3176392093
825	0.3175645185
826	0.3174266171
827	0.317329446
828	0.3172240022
829	0.3171149831
830	0.3170731789
831	0.3170105396
832	0.3168827916
833	0.3167573643
834	0.316603197
835	0.3165653301
836	0.3164944187
837	0.3164384631
838	0.3163464968
839	0.3162446897
840	0.3162144625
841	0.3161275024
842	0.3160376082
843	0.315970238
844	0.3159208092
845	0.3158761604
846	0.3157197447
847	0.3156834887
848	0.3156155566
849	0.3155581831
850	0.3154985573
851	0.315420533
852	0.315332431
853	0.315247062
854	0.3151312781
855	0.3150115544
856	0.3149366607
857	0.3148870829
858	0.3147570755
859	0.3147048348
860	0.3146492354
861	0.3145114653
862	0.3143781892
863	0.3142817996
864	0.3142040375
865	0.3140781306
866	0.3140459396
867	0.3139315948
868	0.3137857572
869	0.3137111207
870	0.3136479852
871	0.3135515308
872	0.313466904
873	0.3133931932
874	0.3133013727
875	0.3131930535
876	0.3130980127
877	0.3129832293
878	0.3129055516
879	0.3128434959
880	0.3127169831
881	0.3126199088
882	0.3124774922
883	0.3124078769
884	0.3123645003
885	0.312232041
886	0.3121409554
887	0.3119612253
888	0.3118700455
889	0.3118214748
890	0.3116995813
891	0.3115907759
892	0.3115228588
893	0.3114143814
894	0.3113081149
895	0.311277302
896	0.3111516539
897	0.3110413216
898	0.3109097293
899	0.3108311653
900	0.3107682329
901	0.3106803046
902	0.3105940222
903	0.3105644402
904	0.3104516501
905	0.3103953706
906	0.3102742458
907	0.3101338915
908	0.3100491073
909	0.3099327947
910	0.3098249141
911	0.3097487494
912	0.309645048
913	0.3095661162
914	0.309507687
915	0.3094207062
916	0.3093349514
917	0.3092780635
918	0.3092340565
919	0.3091712417
920	0.3090616823
921	0.3089538695
922	0.3088355523
923	0.3087642145
924	0.3086845515
925	0.3085859927
926	0.3084777002
927	0.308362112
928	0.3082594194
929	0.3081606369
930	0.3080667233
931	0.3079579949
932	0.3078838754
933	0.3078028135
934	0.3076312109
935	0.3075185864
936	0.3074080159
937	0.3072818597
938	0.3071450702
939	0.3071131603
940	0.3070524348
941	0.3069928107
942	0.3069376921
943	0.3068846402
944	0.3068008905
945	0.3066729379
946	0.3065549598
947	0.3064191813
948	0.3063029376
949	0.3062153828
950	0.306122368
951	0.306071331
952	0.3059869728
953	0.3058857967
954	0.3058196716
955	0.3056830811
956	0.3055284318
957	0.3054256872
958	0.3053009691
959	0.3052503834
960	0.3051242377
961	0.3050483771
962	0.30494446
963	0.3048865896
964	0.3047887427
965	0.3046994134
966	0.3046586937
967	0.3046014746
968	0.3044908146
969	0.3044778601
970	0.3043711407
971	0.3042894086
972	0.3042372134
973	0.3041354351
974	0.3040558337
975	0.3039272067
976	0.303836113
977	0.3038087193
978	0.303678188
979	0.3035854929
980	0.303531306
981	0.3034368162
982	0.3033820027
983	0.3032574916
984	0.3031315141
985	0.3030454383
986	0.3030244798
987	0.3029987259
988	0.3028951638
989	0.3027731908
990	0.3027200262
991	0.3025974798
992	0.3024715063
993	0.3023514883
994	0.3022867551
995	0.3022374327
996	0.3021666278
997	0.3020441244
998	0.3019947376
999	0.3019155248
